Category,SKU,Name,English Name,Unit,Qty
,104,,,PCS,20
,105,,,PCS,-2956
,106,,,PCS,-42
,107,,,PCS,0
,110,,,PCS,-94
,111,,,PCS,16
,116,,,PCS,0
,118,,,PCS,-766
,119,,,PCS,-45
,121,,,PCS,-1480
,122,,,PCS,-515
,124,,,PCS,-52
,125,,,PCS,-30
,126,,,PCS,25
,128,,,PCS,-70
,129,,,PCS,-266
,130,,,PCS,-13
,132,,,PCS,-40
,133,,,PCS,-1701
,134,,,PCS,9
,138,,,PCS,8
,145,,,PCS,0
,160,,,PCS,0
,172,,,PCS,-2
,175,,,PCS,0
,176,,,PCS,0
,188,,,PCS,1
,190,,,PCS,-1
,193,,,PCS,-2
,195,,,PCS,0
,211,,,PCS,22
,212,,,PCS,16
,213,,,PCS,28
,214,,,PCS,0
,216,,,PCS,12
,217,,,PCS,7
,236,,,PCS,0
,241,,,PCS,0
,256,,,PCS,-1
,265,,,PCS,-1
,275,,,PCS,0
,301,,,PCS,-125
,302,,,PCS,-726
,304,,,PCS,0
,308,,,PCS,-1
,310,,,PCS,-1
,312,,,PCS,-1
,316,,,PCS,-2
,317,,,PCS,-1
,318,,,PCS,-1
,323,,,PCS,-3
,325,,,PCS,11
,330,,,PCS,-37
,367,,,PCS,-243
,377,,,PCS,1
,412,,,PCS,-1
,414,,,PCS,-1
,421,,,PCS,-1
,422,,,PCS,-1
,423,,,PCS,-1
,427,,,PCS,0
,430,,,PCS,-1
,432,,,PCS,-123
,434,,,PCS,-16
,435,,,PCS,-5
,436,,,PCS,-31
,437,,,PCS,-50
,438,,,PCS,-10
,439,,,PCS,-7
,440,,,PCS,-175
,441,,,PCS,-2
,442,,,PCS,-2
,449,,,PCS,-133
,454,,,PCS,-48
,471,,,PCS,-2
,473,,,PCS,-10
,479,,,PCS,0
,480,,,PCS,0
,491,,,PCS,0
,515,,,PCS,0
,521,,,PCS,-11
,527,,,PCS,0
,559,,,PCS,-32
,582,,,PCS,-2
