Category,SKU,Name,English Name,Unit,Qty
,101,,,,0
,102,,,,0
,103,,,,0
,104,,,,55
,105,,,,459
,106,,,,361
,107,,,,17
,108,,,,0
,109,,,,82
,110,,,,19
,111,,,,77
,112,,,,0
,113,,,,2
,114,,,,1
,115,,,,0
,116,,,,1
,117,,,,0
,118,,,,191
,119,,,,5
,120,,,,0
,121,,,,-134
,122,,,,14
,123,,,,53
,124,,,,9
,125,,,,157
,126,,,,357
,127,,,,60
,128,,,,100
,129,,,,228
,130,,,,21
,131,,,,31
,132,,,,24
,133,,,,84
,134,,,,23
,135,,,,0
,136,,,,0
,137,,,,4
,138,,,,12
,139,,,,2
,140,,,,2
,141,,,,1
,142,,,,52
,143,,,,7
,144,,,,8
,145,,,,8
,146,,,,0
,147,,,,0
,148,,,,28
,149,,,,0
,150,,,,0
,151,,,,13
,152,,,,27
,153,,,,0
,154,,,,0
,155,,,,3
,156,,,,42
,157,,,,0
,158,,,,2
,159,,,,2
,160,,,,0
,161,,,,0
,162,,,,8
,163,,,,7
,164,,,,0
,165,,,,0
,166,,,,1
,167,,,,1
,168,,,,0
,169,,,,0
,170,,,,0
,171,,,,0
,172,,,,0
,173,,,,0
,174,,,,0
,175,,,,0
,176,,,,0
,177,,,,0
,178,,,,0
,179,,,,14
,180,,,,0
,181,,,,0
,182,,,,14
,183,,,,0
,184,,,,0
,185,,,,0
,186,,,,0
,187,,,,0
,188,,,,0
,189,,,,0
,190,,,,0
,191,,,,0
,192,,,,0
,193,,,,0
,194,,,,0
,195,,,,0
,196,,,,2
,197,,,,2
,198,,,,0
,199,,,,1
,200,,,,0
,201,,,,0
,202,,,,0
,203,,,,0
,204,,,,0
,205,,,,0
,206,,,,0
,207,,,,0
,208,,,,4
,209,,,,0
,210,,,,0
,211,,,,0
,212,,,,45
,213,,,,0
,214,,,,0
,215,,,,0
,216,,,,0
,217,,,,0
,218,,,,0
,219,,,,0
,220,,,,0
,221,,,,5
,222,,,,7
,223,,,,4
,224,,,,3
,225,,,,0
,226,,,,0
,227,,,,8
,228,,,,0
,229,,,,0
,230,,,,103
,231,,,,35
,232,,,,0
,233,,,,19
,234,,,,13
,235,,,,0
,236,,,,0
,237,,,,1
,238,,,,1
,239,,,,5
,240,,,,4
,241,,,,1
,242,,,,13
,243,,,,6
,244,,,,0
,245,,,,0
,246,,,,1
,247,,,,8
,248,,,,11
,249,,,,18
,250,,,,0
,251,,,,10
,252,,,,10
,253,,,,10
,254,,,,31
,255,,,,17
,256,,,,65
,257,,,,2
,258,,,,0
,259,,,,25
,260,,,,19
,261,,,,13
,262,,,,25
,263,,,,0
,264,,,,0
,265,,,,15
,266,,,,0
,267,,,,0
,268,,,,0
,269,,,,0
,270,,,,0
,271,,,,0
,272,,,,0
,273,,,,12
,274,,,,2
,275,,,,62
,276,,,,0
,277,,,,0
,278,,,,0
,279,,,,0
,280,,,,0
,281,,,,0
,282,,,,0
,283,,,,0
,284,,,,1
,285,,,,0
,286,,,,0
,287,,,,0
,288,,,,0
,289,,,,0
,290,,,,18
,291,,,,11
,292,,,,24
,293,,,,0
,294,,,,0
,295,,,,6
,296,,,,2
,297,,,,3
,298,,,,63
,299,,,,3
,300,,,,0
,301,,,,5
,302,,,,45
,303,,,,6
,304,,,,0
,305,,,,0
,306,,,,0
,307,,,,0
,308,,,,2
,309,,,,0
,310,,,,0
,311,,,,0
,312,,,,0
,313,,,,0
,314,,,,0
,315,,,,0
,316,,,,0
,317,,,,0
,318,,,,0
,319,,,,0
,320,,,,0
,321,,,,0
,322,,,,0
,323,,,,0
,324,,,,0
,325,,,,0
,326,,,,0
,327,,,,0
,328,,,,0
,329,,,,0
,330,,,,5
,331,,,,0
,332,,,,0
,333,,,,2
,334,,,,2
,335,,,,4
,336,,,,0
,337,,,,5
,338,,,,3
,339,,,,0
,340,,,,0
,341,,,,4
,342,,,,8
,343,,,,27
,344,,,,31
,345,,,,3
,346,,,,5
,347,,,,0
,348,,,,0
,349,,,,13
,350,,,,4
,351,,,,29
,352,,,,25
,353,,,,23
,354,,,,12
,355,,,,5
,356,,,,4
,357,,,,8
,358,,,,0
,359,,,,0
,360,,,,0
,361,,,,0
,362,,,,0
,363,,,,0
,364,,,,0
,365,,,,0
,366,,,,0
,367,,,,0
,368,,,,0
,369,,,,0
,370,,,,0
,371,,,,0
,372,,,,0
,373,,,,0
,374,,,,0
,375,,,,0
,376,,,,0
,377,,,,1
,378,,,,0
,379,,,,0
,380,,,,0
,381,,,,0
,382,,,,0
,383,,,,0
,384,,,,0
,385,,,,0
,386,,,,0
,387,,,,0
,388,,,,0
,389,,,,0
,390,,,,0
,391,,,,0
,392,,,,0
,393,,,,0
,394,,,,0
,395,,,,0
,396,,,,0
,397,,,,0
,398,,,,0
,399,,,,0
,400,,,,0
,401,,,,0
,402,,,,0
,403,,,,0
,404,,,,0
,405,,,,0
,406,,,,0
,407,,,,1
,408,,,,0
,409,,,,0
,410,,,,0
,411,,,,2
,412,,,,4
,413,,,,0
,414,,,,0
,415,,,,0
,416,,,,0
,417,,,,0
,418,,,,0
,419,,,,0
,420,,,,0
,421,,,,0
,422,,,,13
,423,,,,5
,424,,,,0
,425,,,,5
,426,,,,5
,427,,,,5
,428,,,,5
,429,,,,0
,430,,,,1
,431,,,,0
,432,,,,0
,433,,,,6
,434,,,,0
