Category,SKU,Name,English Name,Unit,Qty
,71 / 7,مثبت / حديد,مثبت / حديد,حبة,0
,72 / 7,قفيز / 2ملي,قفيز / 2ملي,حبة,0
,77 / 7,وصلة هوا مشترك / 9*8*9,وصلة هوا مشترك / 9*8*9,حبة,0
,9 / 7,مجرى ابيض / PVC TRUKING 16*16,مجرى ابيض / PVC TRUKING 16*16,حبة,0
,AT4,AT4 GPS asset tracking device,AT4 GPS tracking device,حبة,0
,Battery,TZ-Tag06B Battery,TZ-Tag06B Battery,حبة,0
,BT 04,حساس حراره / BT 04 / للسيارات,حساس حراره / BT 04 / للسيارات,حبة,0
,BT 04 PA,حساس حراره /  / BT 04 (PA) / للسيارات,حساس حراره /  / BT 04 (PA) / للسيارات,حبة,0
,DEMO,توريد أجهزة تتبع DEMO . FMB120,توريد أجهزة تتبع DEMO . FMB120,حبة,0
,Door sensors,Door sensors,Door sensors,حبة,0
,FMB120,Teltonika FMB120 tracking device,توريد أجهزة تتبع المركبات اوربية .FMB120,حبة,0
,FMB125,Teltonika FMB125 tracking device,توريد أجهزة تتبع المركبات اوربية .FMB125,حبة,0
,FMB630,FMB630,FMB630,حبة,0
,FMB640,Teltonika FMB640 tracking device,توريد أجهزة تتبع المركبات اوربية .FMB640,حبة,0
,FMM1122,FMM1122,FMM1122,حبة,0
,German A,حساس / الماني / وزن / هواء,حساس / الماني / وزن / هواء,حبة,0
,GH5200,Autonomous personal tracker GH5200,Autonomous personal tracker GH5200,حبة,0
,GT06N,GT06N Tracking device,توريد أجهزة تتبع المركبات اوربية GT06N,حبة,0
,JC100 EdgeCam,JC100 EdgeCam,JC100 EdgeCam,حبة,0
,JC400,4G Dash Camera JC400,4G Dash Camera JC400,,0
,JC400D,4G Dash Camera JC400D,4G Dash Camera JC400D,,0
,JC400P,4G Dash Camera JC400P,4G Dash Camera JC400P,حبة,0
,LIBRA A,حساس / LIBRA / وزن / هواء,حساس / LIBRA / وزن / هواء,حبة,0
,LIBRA M,حساس / LIBRA / وزن / ميكانيك,حساس / LIBRA / وزن / ميكانيك,حبة,0
,LIBRA Master,حساس / LIBRA / وزن / Master,حساس / LIBRA / وزن / Master,حبة,0
,LIBRA Slave,حساس / LIBRA / وزن / Slave,حساس / LIBRA / وزن / Slave,حبة,0
,Master - Red,ليبرا / تجربة قديم / Master - Red,ليبرا / تجربة قديم / Master - Red,حبة,0
,MECHATRONICS,حساس / MECHATRONICS / وزن / ميكانيك,حساس / MECHATRONICS / وزن / ميكانيك,حبة,0
,NWC,فلتر كربوني,فلتر كربوني,حبة,0
,NWC1,طقم إشاره,طقم إشاره,حبة,0
,NWC2,مصلقات خلفيه  3M و جانبيه,مصلقات خلفيه  3M و جانبيه,حبة,0
,NWC3,انبوبه 1.5 بوصه,انبوبه 1.5 بوصه,حبة,0
,OPD,توريد أجهزة تتبع المركبات اوربية OPD 5 . DEMO,توريد أجهزة تتبع المركبات اوربية OPD 5 . DEMO,حبة,0
,OPD 5,OBD 5 plug-In tracking device,توريد أجهزة تتبع المركبات اوربية OPD 5,حبة,0
,OPD 620,OPD 620,OPD 620,حبة,0
,Q2,Q2,Q2,حبة,0
,RD06,TZ-RD06 (GPRS/Modbus),أجهزة مستودع / TZONE / RD06 / wirless smart getway - SIM,حبة,0
,RD06-1,TZ-RD06 (WiFi/LAN),أجهزة مستودع / TZONE / RD06 / wirless smart getway - WIFI,حبة,0
,RD07,LoRa Gateway (GPRS/Modbus),أجهزة مستودع / LORA / RD07 / wirless smart getway - SIM,حبة,0
,RD07-1,LoRa Gateway (WiFi/LAN),أجهزة مستودع / LORA / RD07 / wirless smart getway - WIFI,حبة,0
,RFID KEY,ibutton key,ibutton key,حبة,0
,RFID Socket,wire socket ibutton reader,wire socket ibutton reader,حبة,0
,Router,LTE Router,LTE Router,حبة,0
,SENSOR,DEMO توريد حساس الوزن .GNOM DP,DEMO توريد حساس الوزن .GNOM DP,حبة,0
,SISTEER,CAMERA P/N SO-8271-11 & BLACK BODY P/N SO-8271-11-1 (including 1 wall bracket & 1 ceiling bracket)  الاستقبال,CAMERA P/N SO-8271-11 & BLACK BODY P/N SO-8271-11-1 (including 1 wall bracket & 1 ceiling bracket)  الاستقبال,حبة,0
,Slave - Red,ليبرا / تجربة قديم / Slave - Red,ليبرا / تجربة قديم / Slave - Red,حبة,0
,Slave - yellow,ليبرا / تجربة قديم / Slave - yellow,ليبرا / تجربة قديم / Slave - yellow,حبة,0
,TAG 06,TZ-Tag06,حساس حرارة / TZ-Tag06 / مستودع,حبة,0
,TAG 06 B,TZ-Tag06B,حساس حرارة ورطوبة / TZ-Tag06B / مستودع,حبة,0
,TAG 07 B,LoRa Temp & RH Sensor,حساس حرارة ورطوبة / LoRa Temp & RH Sensor / مستودع,حبة,0
,TAG 08,حساس حراره /  / TAG 08 / مستودع,حساس حراره /  / TAG 08 / مستودع,حبة,0
,TBU 03,TZ-TempU03,حساس تسجيل درجات الحرارة / TempU03 / Data Loger,حبة,0
,Teltonika FMC 130 tracking device,توريد أجهزة تتبع المركبات اوربية  FMC 130,,حبة,0
,Teltonika FMM130 tracking device,توريد أجهزة تتبع المركبات اوربية .FMM130,,حبة,0
,TTG102,TTG102 / BOX سلكي,TTG102 / BOX سلكي,حبة,0
,Vehicle Branding,Vehicle Branding 3500 m2 with oraget & lacquer Coating,Vehicle Branding 3500 m2 with oraget & lacquer Coating,حبة,0
,اجور وصل,اجور وصل,اجور وصل,حبة,0
,حساس وزن,حساس وزن - عام,حساس وزن - عام,حبة,0
,حساس وقود,حساس وقود,حساس وقود,حبة,0
,فاصل - Relay,فاصل - Relay,,حبة,0
,يورو ستار,حساس / يورو ستار / وزن / ميكانيك - تجربه,حساس / يورو ستار / وزن / ميكانيك - تجربه,حبة,0
