Category,SKU,Name,English Name,Unit,Qty
,104,"Sedimant Cart. 1M 10"" MODEL AP1001",شمعة سيديمنت بيضاء /شوائب + صدا 1 m,PCS,0
,105, AP-110شمعة سيديمنت بيضاء /شوائب + صدا,شمعة سيديمنت بيضاء /شوائب + صدا,PCS,0
,106,Carbon Activated Cartridge 5M AP-117SL,شمعة كربون حبيبات نشطة,PCS,0
,107,"Cartridge 50M 10"" 5M  AP-124",شمعة سيديمنت بيضاء /شوائب + صدا 50M,PCS,0
,108,Carbon Cart.For Ap-217,الشمعة الصغيرة / الوظيفتين - تراث,PCS,0
,109,"Cartridge 10"" AP-420","الشمعة الكلسية 10""",PCS,0
,110,"Sedimant Cart. Jumbo 10"" 5M AP-810-","شمعة سيديمنت بيضاء جامبو 10""",PCS,0
,111,Sedimant Cart. Jumbo AP-810/2,"شمعة سيديمنت بيضاء جامبو 20""",PCS,0
,112,SEDEMENTCart. Jumbo 25 M AP-811,شمعة شوائب جامبة 20 انش 20 ميكرون,PCS,0
,113,"Carbon Cart. Jumbo 10"" 5M AP-815","شمعة كربون جامبو 10"" اكوابيور",PCS,0
,114,Chemical  APC-77,شمعة كربون خاصة,PCS,0
,115,Filter Faucet PP-0115,شمعة خلاط تراثي,PCS,0
,116,Bacteria Cartridge MG-10CCBR,شمعة بكتيريا 0.2 m,PCS,0
,117,"Carbon Cartridge 10"" 5 M C-1",شمعة كربون 5 ميكرون,PCS,0
,118,"Cotton Cart. 30"" 5M SF-5-30","خيوط 30"" 5M",PCS,0
,119,Ceramic Cartridge Doulton OBE23/4,شمعة سيراميك,PCS,0
,120,Carbon Cart. Ceramic 0.5 M 20-185-125.83,شمة كربون .5 ميكرون,PCS,0
,121,"Carbon Cartridge 10"" OMINYPURE","شمعة كربون OMINYPURE10""",PCS,0
,122,Carbon Cartridge 20 OMINYPURE,شمعة كربون اوموني بيور 20انش,PCS,0
,123,"Cotton Cart. Jumbo 10"" 5M SF5-10-425","خيوط جامبو 10"" 5 M",PCS,0
,124,"Cotton Cart. Jumbo 20"" 5M SF5-20-425","خيوط جامبو 20"" 5 M",PCS,0
,125,"Cotton Cart. 10"" 1M SF-1-M-10","خيوط 10"" 1M",PCS,0
,126,"Cotton Cart. 10"" 5M SF5M-10","خيوط 10"" 5M",PCS,0
,127,"Cotton Cart. 10"" 20 SF20M10",شمعة خيوط 10انش 20M,PCS,0
,128,"Cotton Cart. 20"" 1M SF-1M-20","خيوط 20"" 1M",PCS,0
,129,"Cotton Cart. 20"" 5M SF-5M-20 شمعة سيدمنت 20بوصه",,PCS,0
,130,"Carbon Matrix Jumbo 20"" 5M 32-425-125-20","شمعة كربون جامبو 20""",PCS,0
,131,"Carbon Matrix Jumbo 10"" 5M 32-425-125-975","شمعة كربون جامبو 10""",PCS,0
,132,"Cotton Cart. 20"" 20M SF-20M-20","خيوط 20"" 20M",PCS,0
,133,"Cotton Cart. 40"" 5M SF-5M40","خيوط 40"" 5M",PCS,0
,134,Filter In Line  AP-005T,فلتر مفرد اكوابيور AP055T,PCS,0
,135,"S.S. Filter 5"" AP-400",فلتر ستانلس صغير اكوابيور راس نحاسي,PCS,0
,136,S.S. Filter AP-600,فلتر ستانلس تراث على الواجهة,PCS,0
,137,SST1HA,"فلتر ستانلس اكوابيور 10""",PCS,0
,138,"S.S. Filter Cartridge 20""AP-2610","فلتر ستانلس اكوابيور 20""",PCS,0
,139,S.S. Filter 8 Cartridges SS-8-316,فلتر ستانلس 8 شمعات,PCS,0
,140,S.S. Filter 12 Cartridges SS-12-316,فلتر ستانلس 12 شمعة,PCS,0
,141,S.S. Filter 20 Cartridges SS-20-316,فلتر ستانلس 20 شمعة,PCS,0
,142,Filter In Line (Single)WW-055T,فلتر مفرد بدون شمعة WW055T,PCS,0
,143,"Jumbo Filter Housing 10""FH-5000","فلتر جامبو ازرق 10"" مع الشمعة",PCS,0
,144,"Filter Housing 20""FH-8000","فلتر ازرق رفيع 20"" بدون شمعة",PCS,0
,145,"Jumbo Filter Housing 20""FH-10000","فلتر جامبو ازرق 20"" بدون شمعة",PCS,0
,146,Duplex Filter SS-1000,فلتر مزدوج مع البزبوز / تراث,PCS,0
,147,Cartridge for faucet F,NT-500-112,PCS,0
,148,Base For Ap055T Filter 68441-31,قاعدة فلتر اكوابيور / ازرق,PCS,0
,149,Sumb For Ap055T Filter 69975-31,جرم فلتر AP055T,PCS,0
,150,Head For Filter 68449-31,راس فلتر مفرد,PCS,0
,151,Rubber Fpr Ap055T Head 63597-174C,ربلة هد AP055T,PCS,0
,152,Hose Kit For Filters 68453-01,لي فلتر اكوابيور / تراث,PCS,0
,153,Spare Parts 6964001,لي فلتر اكوابيور 230 / تراث,PCS,0
,154,Head For Ap600 69722-01,هد فلتر AP600,PCS,0
,155,Spare Parts 50089,CLAMP AP600 مربط فلتر,PCS,0
,156,Spare Parts 37920,ربلة فلتر SS,PCS,0
,157,Clamp For Ss Filter 3756333C,كلامب مربط فلتر SS,PCS,0
,158,Spare Parts For Ss Filter 6453202,غطاء فلتر داخلي / مربع,PCS,0
,159,Knob Hand For Ss Filter 6484031C,صامولة,PCS,0
,160,Timer (Flow Meter),مؤقت فياس للتدفق,PCS,0
,161,BYBASS1,محبس  تحويلة T,PCS,0
,162,Bracket Double FM-30,ستاند فلاتر مزدوج,PCS,0
,163,Single Bracket For Jumbo FM-25A,"ستاند فلتر جامبو 10"" 20""",PCS,0
,164,BYBASS2,محبس  تحويلة T,PCS,0
,166,Water Softener 30000 NWS-100,سوفتنر 7 غالون / دقيقة,PCS,0
,167,Water Softener 45000 NW-150,سوفتنر 8 غالون / دقيقة,PCS,0
,168,Water Softener 60000 NWS-200,سوفتنر 8.5 غالون / دقيقة,PCS,0
,169,Iron Removal Softener NWSF-100,سوفتنر حديد 7 غالون / دقيقة,PCS,0
,170,Water Softener 90000 CWS-300,جهاز سوفتنار 90000,PCS,0
,172,Salt For Softener BROXOSALT,ملح صناعي للسوفتنر,PCS,0
,173,Head For Softener FLECK2850,هد سوفتنر / رقمي + يدوي,PCS,0
,174,Head For Softener FLECK3150,هد سوفتنر / رقمي + يدوي,PCS,0
,175,Head For Softener FLECK5600,هد سوفتنر / رقمي + يدوي,PCS,0
,176,Head For Softener FLECK9000,هد سوفتنر / رقمي + يدوي,PCS,0
,177,Spare  12281,كرتونة التراث / Tools صغيرة,PCS,0
,178,Spare Parts 13255,كرتونة التراث / Tools صغيرة,PCS,0
,179,Spare Parts 13400,كرتونة التراث / Tools صغيرة,PCS,0
,180,Spare Parts 13709,كرتونة التراث / Tools صغيرة,PCS,0
,181,Spare Parts 5564092,كرتونة التراث / Tools صغيرة,PCS,0
,182,Spare Parts 55664148,كرتونة التراث / Tools صغيرة,PCS,0
,183,Spare Parts 6359762,كرتونة التراث / Tools صغيرة,PCS,0
,184,Spare Parts 13305,كرتونة التراث / Tools صغيرة,PCS,0
,185,Storage Tank (300 Liters),الخزان الازرق الكبير,PCS,0
,186,Tank For Softner,خزان سوفتنر,PCS,0
,187,Vessel 24 X 72,تنك فبرجلاس 24X69,PCS,0
,188,Vessel 30 X 72,تنكفيبرجلاس30X72,PCS,0
,189,Vessel 36 X 72,تنك فيبرجلاس 36X72,PCS,0
,190,Vessel 42 X 72,تنك فيبرجلاس 42X72,PCS,0
,191,Vessel 48 X 72,تنك فيبرجلاس 48X72,PCS,0
,192,Vessel 14 X 65,تنك فيبرجلاس 14X65,PCS,0
,193,Vessel 16 X 65,تنك فيبرجلاس 16X65,PCS,0
,194,Vessel 21 X 62,تنك فيبرجلاس 21X62,PCS,0
,195,SQC-3,جهاز تحلية امريكي,PCS,0
,196,SQC-30,جهاز التحلية HLVD;D,PCS,0
,197,SQC-PRO,جهاز التحلية التراث مع المضخة / 35 غالون,PCS,0
,198,TAS234-19EP,محول مضخة اكواتيك 110 تراث,PCS,0
,199,CS-60,جهاز تحلية /العسكر / على الواجهة,PCS,0
,200,CRO-100,جهاز تحلية /العسكر / تراث,PCS,0
,201,R.O. 125 Gpd,جهاز تحلية /العسكر / على الواجهة,PCS,0
,202,R.O. 300 Gpd,جهاز تحلية /العسكر / على الواجهة,PCS,0
,203,HP-600,جهازن  تحلية 600 جال,PCS,0
,206,sample R.O,sample R.O,PCS,0
,207,sample R.O,sample R.O,PCS,0
,208,Pump For R.O. (60-125-300-600),مضخة النحاس لاجهزة التحلية HP600,PCS,0
,209,Pump For R.O.,مضخة النحاس لاجهزة التحلية HP900,PCS,0
,210,Motor (Pump) For R.O.892155,محرك كهربائي HP600,PCS,0
,211,PRO-4000WF,خزان ضغط جهاز التحلية 5 غالون,PCS,0
,212,AICRO,شمعة اضافة الطعم لجهاز التحلية المنزلي / ايكرو,PCS,0
,213,Faucet For Filter 9720029,بزبوز جهاز التحلية الصغير,PCS,0
,214,Faucet For R.O 692330,بزبوز SQC,PCS,0
,215,4755702G2,شمعة SQC,PCS,0
,216,4755704G2,شمعة SQC,PCS,0
,217,664503G2,غشاء SQC,PCS,0
,218,664703G2,غشاء SQC,PCS,0
,219,Spare Part For Sqc30 619112,نقاصة  وصلة خلاط,PCS,0
,220,Hoze For Sqc30 522619,لي SQC,PCS,0
,221,Membrane Housing For Hp300,الغلاف الستانلس الخارجي ل HP300,PCS,0
,222,Membrane For Hp300 661311,غشاء HP300,PCS,0
,223,Membrane For Cs60 664307,غشاء CS60 /العسكر,PCS,0
,224,6627121Membrane For Hp125,غشاء HP125,PCS,0
,225,Membrane For Hp900 6613161,غشاء HP600 و HP900,PCS,0
,226,Selonoid Valve 60111301,محبس الكتروني,PCS,0
,227,Housing C. Membrane,غلاف فلتر الاملاح للجهاز المنزلي,PCS,0
,228,Membrane 12 Gallon TW-30-12,غشاء,PCS,0
,229,Membrane 30 Gallon TW-30-30,غشاء,PCS,0
,230,Membrane 50 Gallon TW-30-50,غشاء 50,PCS,0
,231,Membrane 75 Gallon TW-30-1812-75,غشاء 75,PCS,0
,232,Pressure Tank For Ro RO-14-14,خزان 60 لتر,PCS,0
,233,Spare Parts Single Clamb 35416,كلامب مفرد,PCS,0
,234,Spare Parts Double Clamb 5054001,كلامب مزدوج,PCS,0
,235,Pressure Switch PSW-240,مفتاح ضغط,PCS,0
,236,S1QPA-110,جهاز تعقيم اجالون بالدقيقة,PCS,0
,237,S1QPA-220,جهاز تعقيم 1 جالون 220 فولت,PCS,0
,238,S2QA-110,UV - وحدة تعقيم 2 غالون / دقيقة 110,PCS,0
,239,S2QPA-220,UV - وحدة تعقيم 2 غالون / دقيقة 220,PCS,0
,240,S5QPA-110,UV - وحدة تعقيم 5 غالون / دقيقة 110,PCS,0
,241,S5QPA-220,UV - وحدة تعقيم 5 غالون / دقيقة 220,PCS,0
,242,S8QPA-110,UV - وحدة تعقيم 8 غالون / دقيقة 110,PCS,0
,243,S8QPA-220,حهاز تعفيم 8 جالون بالدقيقة,PCS,0
,244,U.V. 12 GPM 110,U.V. 12 GPM 110,PCS,0
,245,S12QPA-110,UV - وحدة تعقيم 12 غالون / دقيقة 110,PCS,0
,246,S40QPA-220,UV - وحدة تعقيم 40 غالون / دقيقة 220,PCS,0
,247,SIRL,UV - لمبة التعقيم 1 غالون / قديم,PCS,0
,248,S2RL,UV - لمبة التعقيم 2 غالون / قديم,PCS,0
,249,S8RL,UV - لمبة التعقيم 8 غالون / قديم,PCS,0
,250,Homa Pump H125D,المضخة الغاطسة / بالمستودع,PCS,0
,251,S8RL4P,UV - لمبة تعقيم /القديم - 4 بن مستوى واحد,PCS,0
,252,S287RL,UV - لمبة تعقيم /الجديد - 4 بن مستويات 1 غالون,PCS,0
,253,U.V. Lamp 2G S-330RL,UV - لمبة تعقيم /الجديد - 4 بن مستويات 2 غالون,PCS,0
,254,U.V. Lamp 5G S463RL,لمبة جهاز تعقيم,PCS,0
,255,لمبة جهاز تعقيم U.V. Lamp 8G S810RL,,PCS,0
,256,U.V. Lamp 12-100G S-36RL,UV - لمبة جديد /12 24 40 65 100 غالون,PCS,0
,257,QS-001,UV - sleev 1 غالون,PCS,0
,258,QS-330,UV - sleev 2 غالون,PCS,0
,259,QS-463,UV - sleev 5 غالون,PCS,0
,260,QS-810,UV - طرفين 8 غالون sleev,PCS,0
,261,QS-008,UV - طرف واحد 8 غالون sleev,PCS,0
,262,QS-012,UV - sleev 12 24 40 65 100,PCS,0
,263,BA-RO-110,UV - BALAST محول 1 غالون قديم,PCS,0
,264,BA-ICE-IF-110,UV - BALAST محول 1 2 5 8 12غالون قديم 110,PCS,0
,265,BA-ICE-S,مجول جهاز تعقيم,PCS,0
,266,BA-020-110,UV - BALAST قديم,PCS,0
,267,BA-020-220,UV - BALAST قديم,PCS,0
,268,BA-025-110,UV - BALAST قديم,PCS,0
,269,BA-040-110,UV - BALAST قديم,PCS,0
,270,BA-080-110,UV - BALAST قديم,PCS,0
,271,BA-080-220,UV - BALAST قديم,PCS,0
,272,BA-120,UV - BALAST قديم,PCS,0
,273,BA-E3612,UV - 110 - BALAST قديم 24 40,PCS,0
,274,BA-E3621,UV - 220 - BALAST قديم 12,PCS,0
,275,BA36122,UV - BALAST 220 - 24 40 65 100,PCS,0
,276,BAE-8,UV - BALAST 8 قديم,PCS,0
,277,RN-005,قطع غيار قديمة,PCS,0
,278,OR-212,قطع غيار قديمة,PCS,0
,279,OR-214Spare Parts For U.V.,OR-214,PCS,0
,280,23-CBSV,قطع غيار قديمة,PCS,0
,281,CB-12Q-110,قطع غيار قديمة,PCS,0
,282,Circuit Board CB-12Q-220,قطع غيار قديمة,PCS,0
,283,ASP-128,قطع غيار اوزون,PCS,0
,284,Waste Disposer IS-77,فرامة المطبخ,PCS,0
,285,"XTA-453""",تانك مانفولد,PCS,0
,286,CB-001,قطع غيار قديمة,PCS,0
,287,CB-258-110,CIRCUIT BOARD110,PCS,0
,288,circuit board 258 GPM -220V,circuit board 258 GPM -220V,PCS,0
,289,Circuit Board 24-100Gpm -220V,اوحة كهربائية 100-220V,PCS,0
,290,BA-E6422,UV - BALAST محول 225 غالون,PCS,0
,291,S64RL,UV - لمبة تعقيم 225 غالون,PCS,0
,292,QS-064,UV - sleev 225 غالون,PCS,0
,293,ECC116,Brush For Ozone Generator P-2000,PCS,0
,294,CDP6800,مجطة نحلية ماء منزلي,PCS,0
,295,69976-01,هد فلتر اكوابيور AP055T,PCS,0
,296,FM-60,ستاند فلاتر ثلاثي,PCS,0
,297,GACION,"شمعة كربون 10"" 5M",PCS,0
,298,K2333JJ,بوست كربون فلتر 5 انش,PCS,0
,299,Bac-3F,UV - BALAST محول 8 غالون اثار,PCS,0
,300,TWS-200,سوفتنر مزدوج,PCS,0
,301,"Cotton Cart. 30"" 1M","خيوط 30"" 1M",PCS,0
,302,"SPUN Cart. 40"" 1M",,PCS,0
,303,CDP-8800,مضخة جهاز تحلية,PCS,0
,304,BT4A1601,مضخة حقن كيماويات,PCS,0
,305,FLECK-2750,راس سوفتنار,PCS,0
,306,Ro530032,مجطة تحلية,PCS,0
,308,S.S. Filter 8 Cartridges 4X2,فلتر ستانلس 8 - فلتر فلوماكس 8 شمعات,PCS,0
,309,S.S. Filter 12 Cartridges 4X3,فلتر ستانلس 12 - فلتر فلوماكس 12 شمعات,PCS,0
,310,S.S. Filter 20 Cartridges 5X4,فلتر ستانلس 20 - فلتر فلوماكس 20 شمعات,PCS,0
,311,S.S. Filter 36 Cartridges 12X3,فلتر فلوماكس 36 شمعات,PCS,0
,312,Membrane Housing 4X1,فيزيل اغشية تحلية,PCS,0
,313,Membrane Housing 4X2,فبزل اغشية تحلية,PCS,0
,314,Membrane Housing 4X3,قيزل اغشية تحلية,PCS,0
,315,Membrane Housing 4X4,فيزل اغشية تحلية,PCS,0
,316,Membrane Housing 8X1,فيزل اغشية تحلية,PCS,0
,317,Membrane Housing 8X4,فيزل اغشية تحلية,PCS,0
,318,Membrane Housing 8X5,فيزل اغشية تحلية,PCS,0
,319,Membrane Housing 8X6,فيزل اغشية تحلية,PCS,0
,320,ASPCT-ME,البطريق,PCS,0
,321,GT4,شمعة فلتر البطريق,PCS,0
,322,APCTEMA,فلتر البطريق,PCS,0
,323,T.100L,خزان 100 لتر ,PCS,0
,324,T.250L,تنك خزان ملح,PCS,0
,325,Sem HEATER,سخان  / 220,PCS,0
,326,Membrane Housing 8X2,فيزل غشاء تخلية,PCS,0
,327,Membrane Housing 8X3,فيزل غشاء تحلية,PCS,0
,328,AP-1001/2,"شمعة سيديمنت 20"" 1M",PCS,0
,330,CNPA-704,مضخة حقن كيماويات,PCS,0
,332,Vessel 18X65,تنك فيبر جلاس مقاس 18X65,PCS,0
,333,S212R,UV - لمبة,PCS,0
