Category,SKU,Name,English Name,Unit,Qty
,47 / 7,Electricity distributor,,,0
,48 / 7,Iron Hanger,,,0
,49 / 7,Hex Bolt black Half threaded 12 mm,,,0
,5 / 7,Electricity boxes - 10 * 10,,,1
,50 / 7,Steel Hose Clamp - 16 mm,,,1828
,51 / 7,Joint air connection - 10 * 8 * 10,,,487
,52 / 7,Twisted Iron bar,,,826
,53 / 7,Washer - 12 mm wide,,,0
,54 / 7,Washer-Rubber 1/4 Inch,,,780
,55 / 7,Sticks -Iron,,,2290
,56 / 7,ruler - iron,,,6790
,57 / 7,Hex Bolt - Size 2cm - 10mm,,,4000
,58 / 7,Washer - 10 mm,,,4000
,6 / 7,Plug,,,0
,60 / 7,Springs - for installing weight sensors,,,5812
,61 / 7,Sensor wire - plug,,,10258
,62 / 7,Washer - open 10 mm,,,600
,63 / 7,Hex Bolt - Size 1.5cm - 10mm,,,11640
,64 / 7,Hanger Angle - S Shaped,,,0
,65 / 7,Rubber Gasket - head,,,11311
,66 / 7,Rubber Gasket - base,,,11260
,67 / 7,Nut - 10 mm normal,,,8290
,68 / 7,Plug with Wire,,,125
,7 / 7,Iron lock 2 mm,,,0
,70 / 7,Joint air connection - 12 * 8 * 12,,,249
,71 / 7,Stabilizer - iron,,,250
,72 / 7,Steel Hose Clamp - 2 mm,,,0
,9 / 7, PVC trunk White 16*16,,,24
